Card Type Full Name,Issuing Bank,Card Number,Card Holder's Name,CVV/CVV2,Issue Date,Expiry Date,Billing Date,Card PIN,Credit Limit
Diners Club International,Diners Club,30382028197933,Brent Z Duran,837,05/2017,05/2021,11,9029,81300
Diners Club International,Diners Club,30567497661217,Nelson Coen,378,03/2015,03/2019,26,9790,30000
Diners Club International,Diners Club,30903601199697,Alma Y Wright,377,07/2017,07/2021,18,0037,187300
Master Card,Citibank,5207864516549192,Flavia Malik,876,03/2014,03/2032,2,1084,120600
Master Card,Bank of America,5302586150709378,Sylvia B Reed,003,07/2015,07/2030,25,4452,138900
Visa,Chase,4631252343002156,Wilson W Gillett,588,05/2011,05/2017,11,9198,189900
Diners Club International,Diners Club,30943813082562,Ronnie H Nielsen,673,12/2011,12/2021,16,7284,87700
Discover,Discover,6011559395888422,Samual A Cromwell,380,01/2016,01/2020,19,5431,87000
Visa,Cabela’s WFB,4156723525838794,Keith T Yang,525,04/2014,04/2025,9,5652,143300
Discover,Discover,6011919560366077,Coy Wheelock,367,08/2009,08/2021,20,5376,132900
Visa,First National,4162816951378822,Edwin Nunez,088,01/2007,01/2020,2,1917,57400
Discover,Discover,6582205333359808,Raeann Q Easter,934,12/2011,12/2012,1,4532,69200
American Express,American Express,349178956914620,Diana Z Cox,3398,03/2017,03/2035,25,1846,190400
Discover,Discover,6011635596206992,Darrell L Hacker,523,02/2016,02/2036,6,8798,58400
Discover,Discover,6011398729813776,Wendy K Daniel,745,09/2016,09/2031,28,8139,127800
American Express,American Express,370860701797713,Luther Meyer,2939,04/2011,04/2012,5,8906,174900
Diners Club International,Diners Club,30908801507474,Diana Q Levy,388,01/2010,01/2030,24,2105,111200
Discover,Discover,6011295315799619,Ahmad X Moreland,064,01/2017,01/2036,11,0377,10100
American Express,U.S. Bancorp,347672393961170,Sam K Hendrix,1391,05/2017,05/2036,19,8833,37100
Diners Club International,Diners Club,30349930065920,Leslee U Winn,253,11/2015,11/2022,21,3027,60600
Japan Credit Bureau,JCB,3547925910706532,Regina C Mccullough,179,01/2013,01/2031,19,3634,140100
Master Card,Bank of America,5404740073068985,Tessie Dart,162,05/2015,05/2029,21,6623,152200
Japan Credit Bureau,JCB,3531168037197610,Marcus K Russell,528,02/2016,02/2034,12,0097,112500
Japan Credit Bureau,JCB,3549709243673140,Donte F Samaniego,187,04/2013,04/2021,8,1727,87100
Visa,Citibank,4521348740787945,Julia S Dotson,380,09/2013,09/2019,24,2554,109900
American Express,American Express,349669628129738,Mickey C Stacey,5864,10/2012,10/2021,24,7297,142700
Visa,Bank of America,4502292598136719,Yolanda Z Jackson,520,09/2009,09/2015,9,8272,109200
Japan Credit Bureau,JCB,3535698375689287,Benito Vogler,307,10/2015,10/2032,5,9111,50800
Master Card,Citibank,5476838565820708,Ricardo V Levine,904,07/2013,07/2031,22,7183,25200
American Express,American Express,375724519935896,Abel Mixon,4156,02/2016,02/2026,20,5570,74700
American Express,American Express,348380198316363,Alexander F Keller,6080,04/2011,04/2027,6,9473,186800
Diners Club International,Diners Club,30362944315652,Leo Mcgaha,769,11/2010,11/2013,10,9953,54400
Discover,Discover,6451152233631043,Bertha K Brooks,914,03/2014,03/2033,22,3819,112700
Master Card,GE Capital,5499949583778696,Josette H Peluso,871,09/2014,09/2026,7,0674,135200
American Express,U.S. Bancorp,342822830371666,Phillip Cervantes,8079,11/2009,11/2011,1,1624,34000
Master Card,Citibank,5187069043242881,Tianna D Trask,819,12/2016,12/2029,19,3610,93700
American Express,USAA,371498881092446,Jennifer B Coffey,2592,09/2011,09/2025,18,5019,159000
Japan Credit Bureau,JCB,3529280246435097,Verla E Oxendine,269,08/2012,08/2024,8,3065,120900
Diners Club International,Diners Club,30552404177804,Stacy U Robles,887,12/2013,12/2018,7,8985,130200
Visa,Chase,4456729270655769,Moses D Browder,996,04/2012,04/2014,10,0424,72800
Diners Club International,Diners Club,30918734940635,Catherine Fisher,600,06/2008,06/2022,4,0379,36500
American Express,American Express,376040332831058,Sadie C Werner,9609,01/2012,01/2026,14,2074,141900
Diners Club International,Diners Club,30535128652335,Rita V Rios,343,08/2014,08/2021,17,9187,14400
Master Card,Chase,5230547603640450,Broderick O Contreras,782,12/2011,12/2025,15,0631,56100
Master Card,Chase,5123907110689491,Ann I Sawyer,035,06/2007,06/2026,1,9821,85900
American Express,American Express,345091615238865,Quincy U Nevels,2774,02/2010,02/2028,22,6066,42700
Visa,Barclays,4263340721457137,Clarence X Hurst,545,04/2011,04/2019,7,2761,22300
American Express,USAA,371427171798040,Jolie Z Campbell,3828,07/2012,07/2023,12,5763,188700
Japan Credit Bureau,JCB,3535157933382059,Curtis K Holt,832,02/2012,02/2016,3,9367,26900
Visa,Wells Fargo,4388610484293907,Sharda E Whitten,199,06/2016,06/2023,23,5095,11000
Visa,Chase,4544208766476372,Shawn Chang,634,06/2011,06/2016,27,5167,30400
American Express,U.S. Bancorp,375617091829364,Phil R Cone,0846,08/2014,08/2016,10,2561,93000
Diners Club International,Diners Club,30939106759478,Darrell Z Nelson,089,01/2008,01/2026,15,9427,196400
Diners Club International,Diners Club,30923286191389,Teodoro B Rosenthal,826,08/2013,08/2016,25,6062,93700
American Express,American Express,373609159794806,Anita D Moore,7982,04/2015,04/2020,15,1331,147500
Japan Credit Bureau,JCB,3562633513138273,Alica Glen,860,12/2015,12/2031,9,9373,24000
Discover,Discover,6581856797781464,Troy Leblanc,141,12/2007,12/2010,21,5573,173200
Discover,Discover,6011766914659107,Gemma F Murr,098,03/2009,03/2010,2,0368,140200
Japan Credit Bureau,JCB,3564220590558363,Virginia E Middleton,021,06/2013,06/2025,21,2672,124300
Master Card,Bank of America,5168613740141343,Shera B Coney,333,03/2007,03/2018,19,5069,172000
Discover,Discover,6011027781379976,Troy Cantrell,259,06/2017,06/2034,2,1829,111900
Master Card,Citibank,5382805233811669,Carl Y Tidwell,588,08/2012,08/2029,11,4074,174100
American Express,American Express,348516163358472,Joan Mays,2717,12/2013,12/2019,6,6635,139900
Master Card,Capital One,5418246419041441,Francisco G Foy,862,09/2009,09/2019,28,0439,11300
American Express,American Express,343893382204273,June J Trujillo,2924,04/2007,04/2011,26,6444,32900
Visa,U.S. Bancorp,4286343474062834,Joey Y Yoakum,140,12/2015,12/2027,15,0554,51100
American Express,American Express,348179717550613,Tina Sykes,5292,09/2012,09/2018,23,8720,116000
Diners Club International,Diners Club,30119646831018,Emmitt Schoenfeld,128,03/2007,03/2008,11,2105,169000
Diners Club International,Diners Club,30596394088406,Derek G Holland,016,05/2009,05/2020,10,0178,110400
Japan Credit Bureau,JCB,3569423269304128,Mozell Dennard,105,05/2009,05/2020,17,5654,115800
American Express,American Express,373483055753955,Vernon Ellis,4180,05/2014,05/2030,1,7017,28500
Visa,U.S. Bancorp,4736903720758133,Wayne N Palermo,628,06/2015,06/2021,27,8926,158400
Master Card,Citibank,5413151111826856,Tracy J Salas,514,09/2012,09/2016,13,7081,57600
Japan Credit Bureau,JCB,3568384297902344,Ashton U Hough,036,09/2008,09/2021,5,5346,194800
Visa,GE Capital,4804797941009889,Teresa Z Mathis,448,10/2015,10/2034,22,9234,77400
Diners Club International,Diners Club,30068973598643,Ernesto B Mcclendon,408,07/2015,07/2023,10,0901,152700
Japan Credit Bureau,JCB,3577430375870165,Johnny M Mccarty,699,02/2009,02/2025,13,7778,80300
Master Card,Chase,5218685354225836,Jerry Rubin,559,12/2014,12/2020,22,5885,157700
Japan Credit Bureau,JCB,3530132428569119,Edna Q Mullen,464,08/2016,08/2027,14,2229,142400
Discover,Discover,6011751220768735,Johanna O Moya,210,05/2017,05/2024,26,0581,143600
Visa,Wells Fargo,4724550542716742,Dana L Howell,488,06/2009,06/2023,21,5245,167100
Master Card,Bank of America,5424824683593172,Zachariah C Donegan,263,01/2015,01/2017,7,6466,146300
Discover,Discover,6483192191932761,Amber Moran,319,07/2017,07/2023,10,4042,48000
Master Card,U.S. Bancorp,5483565244009020,Shanae O Reece,694,05/2016,05/2023,22,6970,99700
Discover,Discover,6011260928199011,Don N Key,181,08/2008,08/2026,8,3093,186800
Discover,Discover,6483175540363119,Marcie Paez,940,01/2016,01/2022,21,4380,90100
Diners Club International,Diners Club,30410410775998,Luis Duncan,077,09/2017,09/2019,21,8427,65100
Visa,Barclays,4800100057414718,Saul W Leblanc,505,03/2009,03/2023,7,1934,170800
American Express,American Express,372314958637782,Dorothy Q Cantrell,4961,09/2017,09/2031,8,6349,34800
Visa,Bank of America,4874616562570760,Nadia V Freedman,728,11/2014,11/2030,21,2670,30100
Discover,Discover,6011761732548848,Dorothy H Conrad,644,11/2007,11/2021,2,1880,129700
Discover,Discover,6011946405883834,Luis B Ketchum,360,03/2014,03/2026,19,9105,180000
Master Card,GE Capital,5377388905922111,Patricia P Bell,954,06/2009,06/2013,1,4739,15500
American Express,USAA,349340493008114,Colton Q Wendel,8405,01/2013,01/2019,10,0286,110200
American Express,American Express,340334592205639,Melissa William,9859,11/2013,11/2023,21,3175,60200
American Express,American Express,374535698832055,Alfonzo T Cater,9751,07/2012,07/2029,10,5292,114200
Visa,Citibank,4037532591113692,Matthew K Wynn,649,07/2007,07/2021,4,8465,133100
Japan Credit Bureau,JCB,3538403999943096,Hallie W Mefford,275,09/2013,09/2029,27,4744,45000
American Express,American Express,376470874803183,Marion Smith,2136,02/2008,02/2022,15,5390,11400
American Express,USAA,374878019892980,Deirdre V Macy,3105,12/2014,12/2033,18,4382,90900
Master Card,Citibank,5436019314994313,Shane N Melendez,506,10/2014,10/2024,23,6491,188900
Master Card,Bank of America,5451189784285532,Ermelinda C Reeves,101,01/2011,01/2014,26,7279,156800
Discover,Discover,6011078339483067,Lee I Huffman,427,01/2011,01/2023,26,0442,26200
Diners Club International,Diners Club,30201515747804,Palmira Hemphill,414,01/2016,01/2022,12,3748,183600
Diners Club International,Diners Club,36806203396187,Martin Bullock,794,01/2017,01/2031,14,7321,117500
Visa,Wells Fargo,4040894296200595,Issac O Padron,304,06/2015,06/2017,25,0505,178700
Japan Credit Bureau,JCB,3548551590458001,Daniel Mckay,433,11/2014,11/2022,4,6119,14800
American Express,American Express,344223724691749,Alejandro X Mulcahy,2031,10/2010,10/2027,26,3157,103300
Discover,Discover,6223352184028598,Raymond B Chandler,471,08/2009,08/2023,26,2281,179700
Master Card,Capital One,5111043610300563,Zula Range,489,12/2017,12/2022,24,8568,195600
Diners Club International,Diners Club,30020120737400,Dean Q Morton,410,06/2008,06/2022,22,5606,161400
Discover,Discover,6011006860079640,Hershel Mclellan,876,06/2016,06/2034,18,6173,69200
Master Card,USAA,5164318764482045,Shawn I Farrell,097,11/2015,11/2022,2,1301,62400
American Express,American Express,374218265419545,Normand L Holmgren,4691,06/2008,06/2026,25,9802,113100
Diners Club International,Diners Club,30457419680919,Wendy Vaughn,924,10/2017,10/2018,13,9521,48500
Discover,Discover,6011704187209359,Kareem Q Leininger,980,03/2007,03/2008,11,4068,15600
Diners Club International,Diners Club,30280583651759,Earl Tate,659,04/2007,04/2009,18,1195,117300
American Express,American Express,375039898626739,Aletha S Shoffner,2494,01/2014,01/2017,28,1891,123700
Discover,Discover,6011493456454892,Eva N Woodard,986,03/2009,03/2029,3,0447,108700
Japan Credit Bureau,JCB,3571088040481580,August A Heintz,220,10/2007,10/2018,27,2221,176900
Master Card,GE Capital,5167499323577843,Jerry X Harrison,051,01/2011,01/2024,19,6444,175800
Visa,GE Capital,4272772847624423,My Q Gillman,253,07/2010,07/2017,1,9515,79700
Visa,Chase,4024931282107598,David B Jarvis,807,04/2017,04/2031,23,9958,83700
American Express,American Express,373510222852938,Victorina D Goodin,0715,12/2010,12/2028,18,9033,199600
Discover,Discover,6011859728991525,Lori Santiago,544,01/2017,01/2021,13,2475,122100
American Express,American Express,347391598270929,Sid Y Eberle,5787,11/2007,11/2024,6,4518,55200
Discover,Discover,6011913880733744,Willie L Jennings,119,08/2009,08/2029,22,8154,191300
Visa,USAA,4172844769962049,Mildred Palma,419,10/2011,10/2023,11,7326,12500
Master Card,Chase,5244608548904056,Nicole T Simon,668,12/2016,12/2020,19,1446,134000
Master Card,Barclays,5282654267339515,Chet X Letourneau,548,11/2013,11/2029,17,8555,194100
American Express,American Express,346774546131999,Randy Q Burris,3475,05/2012,05/2018,18,5694,59000
Discover,Discover,6011587585862527,Lasonya H Montero,636,05/2015,05/2017,21,8253,174500
Diners Club International,Diners Club,30403934859547,Hector B Wells,676,07/2012,07/2028,22,0522,20400
Diners Club International,Diners Club,30092606754589,Yun O Lockman,170,01/2007,01/2017,27,8253,36000
Visa,Cabela’s WFB,4882135980681901,Barbara U Christensen,787,08/2013,08/2016,1,8323,176700
Visa,Chase,4486667724246021,Kennith Binford,955,09/2007,09/2013,17,7704,178000
Japan Credit Bureau,JCB,3532938667406377,Roberto T Brooks,672,05/2013,05/2033,16,2661,127200
Discover,Discover,6011783500783431,Tierra F Talbot,496,03/2014,03/2026,22,2864,170700
Visa,Chase,4809109737427710,Henry G Charles,946,11/2014,11/2027,5,3905,165100
Japan Credit Bureau,JCB,3571000702066872,Olin D Nixon,196,10/2014,10/2033,18,5210,32900
American Express,American Express,349730193050764,Ramon A Sparks,6400,05/2012,05/2029,7,9892,199900
Diners Club International,Diners Club,30072407879736,Rochelle Y Tunnell,352,05/2008,05/2026,19,4427,138400
Visa,Citibank,4684268292319264,Alma K May,448,07/2017,07/2024,3,1954,132700
Visa,Chase,4934274219855339,Elden K Vogt,393,05/2013,05/2022,12,5352,185300
Japan Credit Bureau,JCB,3551108699278204,John C Hickman,833,07/2008,07/2025,11,9097,194100
Discover,Discover,6011628540364892,George O Atwater,687,10/2011,10/2016,25,0417,178700
Japan Credit Bureau,JCB,3565020588761196,Darrell K Bishop,364,08/2017,08/2027,22,5667,180200
Discover,Discover,6011673397150523,Odis Q Crosby,069,03/2016,03/2035,18,1666,155400
Master Card,Citibank,5367214353183844,Irene Weber,346,06/2013,06/2029,12,0295,184000
American Express,American Express,344179488514743,Virgina Singleton,8214,01/2017,01/2033,7,8905,176600
Japan Credit Bureau,JCB,3533827756000077,Gary Pratt,419,07/2010,07/2016,19,6454,141800
Visa,Wells Fargo,4066907964848179,Irvin Sisco,578,03/2013,03/2026,10,3048,72000
Diners Club International,Diners Club,30137387682069,Micheal X Macias,846,11/2014,11/2028,7,7419,126900
Master Card,U.S. Bancorp,5488403162473157,Susan Galvan,363,01/2012,01/2017,2,6217,176200
Diners Club International,Diners Club,30198570244000,Richard Oliver,094,10/2015,10/2024,15,0967,134900
American Express,USAA,370481954157826,Bea T Brower,2030,08/2014,08/2020,27,2664,165300
Master Card,Chase,5369092397075996,Samuel D Figueroa,860,08/2017,08/2018,3,1601,57400
Master Card,Chase,5223406641069447,Jimmy W Otoole,394,03/2015,03/2027,18,7083,181500
Master Card,Bank of America,5388487554484725,Bradley W Stout,826,11/2011,11/2014,11,0636,16200
American Express,American Express,374503560905763,Myles F Franzen,6560,04/2008,04/2009,26,9352,116200
Visa,Chase,4091556984228760,Crystal Conner,292,07/2012,07/2019,23,6949,136600
Visa,Chase,4484923791736879,Stephan C Ragsdale,062,03/2008,03/2012,20,7301,195500
American Express,American Express,372392876509747,Ethel F Salas,6379,09/2016,09/2018,22,3697,26900
Japan Credit Bureau,JCB,3552581733525708,Berniece X Bewley,064,07/2015,07/2024,6,1531,164100
Visa,Citibank,4607338119976374,Tracy B Johnston,692,02/2009,02/2022,1,8833,181100
American Express,American Express,371303148333098,Markus W Lefler,7358,07/2009,07/2024,10,8887,115700
Diners Club International,Diners Club,30511997807227,Alma O Slater,622,10/2009,10/2027,9,9722,153300
American Express,American Express,344920895243354,Vernon Fleischman,9794,01/2012,01/2028,12,3605,171400
Discover,Discover,6011703856539658,Lillian V Lester,999,09/2011,09/2027,27,4664,187600
Japan Credit Bureau,JCB,3588351961194157,Dino K Mccormick,189,09/2013,09/2029,28,7736,58200
Discover,Discover,6553177166602858,Herman Dalton,048,03/2009,03/2022,13,6654,106600
Visa,Bank of America,4166041719295970,Salvatore Canon,248,10/2014,10/2025,25,4873,66000
Discover,Discover,6223001759589076,Jimmy E Mayo,819,12/2014,12/2024,5,7173,146800
Visa,Citibank,4824331491245473,Elbert V Gavin,446,07/2007,07/2013,24,3775,158500
Japan Credit Bureau,JCB,3535834228565958,Sue P Calhoun,363,07/2008,07/2027,14,0335,109800
Visa,PNC,4409068759486919,Jim E Pifer,812,10/2009,10/2016,7,0929,141500
Visa,Chase,4713331684561334,Alex Serrano,966,04/2010,04/2027,26,0197,92900
Master Card,Barclays,5352657045970837,Keshia Y Barrios,056,08/2017,08/2034,11,3621,40200
Master Card,Chase,5312226899825361,Dean C Bass,052,01/2007,01/2020,23,6542,21500
American Express,American Express,377842010048254,Shayne F Schreiber,1676,07/2007,07/2025,25,7577,73600
Discover,Discover,6011108944804603,Lori Morin,771,09/2011,09/2013,11,6957,12400
Discover,Discover,6011307279998770,Ossie R Dillman,164,03/2015,03/2023,4,5737,41000
Diners Club International,Diners Club,38605639103748,Rebecca U Shepherd,041,04/2010,04/2021,13,5510,27800
American Express,American Express,379599328495597,Rudy T Lombardo,8603,02/2017,02/2023,10,7227,76000
Diners Club International,Diners Club,38076663495055,Ronald R Hill,202,03/2014,03/2026,7,0839,179300
Japan Credit Bureau,JCB,3541669943369985,Oren Wetzel,173,04/2016,04/2018,28,8086,16500
Master Card,U.S. Bancorp,5387083605518586,Micheal Z Castillo,481,09/2014,09/2034,22,8972,51500
Visa,Chase,4310519090883808,Mark L Wenzel,977,02/2012,02/2024,28,7812,12000
Discover,Discover,6444555530266810,Frank Bullock,192,10/2013,10/2014,22,8678,17300
Japan Credit Bureau,JCB,3580915707776713,Deloras D Simmon,089,08/2016,08/2030,8,8292,91000
Visa,Chase,4815467861138137,Bryan S Butler,494,07/2017,07/2027,17,9684,158900
